"ItemNumber","Supplier","SupplierName","Month","MrpPlannedQty","SupplierSchedQty","Delta","CoverageRatio","Status","InsightCategory","Priority","Recommendation","PotentialImpact","SafetyStock","StandardPack","TransportDays","Planner"
"5828939-10_WRR","2352","ADIENT Ltd. & Co. KG","2026-02","12","30","-18","0.4","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 30 but MRP only plans 12.","30","1","7.0000000000","abozicsu"
"5828948-10_WRR","2352","ADIENT Ltd. & Co. KG","2026-01","12","30","-18","0.4","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 30 but MRP only plans 12.","30","1","7.0000000000","abozicsu"
"5828948-10_WRR","2352","ADIENT Ltd. & Co. KG","2026-02","12","0","12",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","30","1","7.0000000000","abozicsu"
"5828948-10_WRR","2352","ADIENT Ltd. & Co. KG","2026-03","6","0","6",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","30","1","7.0000000000","abozicsu"
"5828948-10_WRR","2352","ADIENT Ltd. & Co. KG","2026-04","6","30","-24","0.2","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 30 but MRP only plans 6.","30","1","7.0000000000","abozicsu"
"5828948-10_WRR","2352","ADIENT Ltd. & Co. KG","2026-11","0","30","-30","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 30 but MRP is unaware. Risk of surprise shortage.","30","1","7.0000000000","abozicsu"
"5828952-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-01","196","120","76","1.633","Covered_or_Over","ALIGNED","Low","MRP plans significantly more than supplier schedule. Review if intentional safety buffer.","Potential overstock of 76 units.","90","1","7.0000000000","abozicsu"
"5828952-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-02","168","240","-72","0.7","Short","UNDER_PLANNED","High","MRP undercoverage. Check if all customer schedules are loaded and BOM is complete.","Potential supply gap of 72 units.","90","1","7.0000000000","abozicsu"
"5828952-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-03","150","120","30","1.25","Covered_or_Over","ALIGNED","OK","MRP and supplier schedule are well aligned.","No action needed.","90","1","7.0000000000","abozicsu"
"5828952-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-04","162","120","42","1.35","Covered_or_Over","ALIGNED","OK","MRP and supplier schedule are well aligned.","No action needed.","90","1","7.0000000000","abozicsu"
"5828952-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-05","156","240","-84","0.65","Short","UNDER_PLANNED","High","MRP undercoverage. Check if all customer schedules are loaded and BOM is complete.","Potential supply gap of 84 units.","90","1","7.0000000000","abozicsu"
"5828952-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-06","84","240","-156","0.35","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 240 but MRP only plans 84.","90","1","7.0000000000","abozicsu"
"5828952-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-07","0","120","-120","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 120 but MRP is unaware. Risk of surprise shortage.","90","1","7.0000000000","abozicsu"
"5828952-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-08","0","240","-240","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 240 but MRP is unaware. Risk of surprise shortage.","90","1","7.0000000000","abozicsu"
"5828952-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-09","0","120","-120","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 120 but MRP is unaware. Risk of surprise shortage.","90","1","7.0000000000","abozicsu"
"5828952-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-10","0","120","-120","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 120 but MRP is unaware. Risk of surprise shortage.","90","1","7.0000000000","abozicsu"
"5828952-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-11","0","120","-120","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 120 but MRP is unaware. Risk of surprise shortage.","90","1","7.0000000000","abozicsu"
"5828986-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-01","84","60","24","1.4","Covered_or_Over","ALIGNED","OK","MRP and supplier schedule are well aligned.","No action needed.","30","1","7.0000000000","abozicsu"
"5828986-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-02","42","30","12","1.4","Covered_or_Over","ALIGNED","OK","MRP and supplier schedule are well aligned.","No action needed.","30","1","7.0000000000","abozicsu"
"5828986-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-03","42","30","12","1.4","Covered_or_Over","ALIGNED","OK","MRP and supplier schedule are well aligned.","No action needed.","30","1","7.0000000000","abozicsu"
"5828986-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-04","30","30","0","1","Covered_or_Over","ALIGNED","OK","MRP and supplier schedule are well aligned.","No action needed.","30","1","7.0000000000","abozicsu"
"5828986-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-05","30","30","0","1","Covered_or_Over","ALIGNED","OK","MRP and supplier schedule are well aligned.","No action needed.","30","1","7.0000000000","abozicsu"
"5828986-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-06","12","90","-78","0.133","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 90 but MRP only plans 12.","30","1","7.0000000000","abozicsu"
"5828986-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-08","0","60","-60","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 60 but MRP is unaware. Risk of surprise shortage.","30","1","7.0000000000","abozicsu"
"5828986-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-09","0","90","-90","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 90 but MRP is unaware. Risk of surprise shortage.","30","1","7.0000000000","abozicsu"
"5828986-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-10","0","30","-30","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 30 but MRP is unaware. Risk of surprise shortage.","30","1","7.0000000000","abozicsu"
"5828986-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-11","0","30","-30","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 30 but MRP is unaware. Risk of surprise shortage.","30","1","7.0000000000","abozicsu"
"5828989-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-01","90","60","30","1.5","Covered_or_Over","ALIGNED","OK","MRP and supplier schedule are well aligned.","No action needed.","30","1","7.0000000000","abozicsu"
"5828989-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-02","30","30","0","1","Covered_or_Over","ALIGNED","OK","MRP and supplier schedule are well aligned.","No action needed.","30","1","7.0000000000","abozicsu"
"5828989-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-03","60","60","0","1","Covered_or_Over","ALIGNED","OK","MRP and supplier schedule are well aligned.","No action needed.","30","1","7.0000000000","abozicsu"
"5828989-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-04","60","60","0","1","Covered_or_Over","ALIGNED","OK","MRP and supplier schedule are well aligned.","No action needed.","30","1","7.0000000000","abozicsu"
"5828989-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-05","30","60","-30","0.5","Short","UNDER_PLANNED","High","MRP undercoverage. Check if all customer schedules are loaded and BOM is complete.","Potential supply gap of 30 units.","30","1","7.0000000000","abozicsu"
"5828989-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-06","30","90","-60","0.333","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 90 but MRP only plans 30.","30","1","7.0000000000","abozicsu"
"5828989-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-08","0","90","-90","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 90 but MRP is unaware. Risk of surprise shortage.","30","1","7.0000000000","abozicsu"
"5828989-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-09","0","60","-60","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 60 but MRP is unaware. Risk of surprise shortage.","30","1","7.0000000000","abozicsu"
"5828989-NH_WRR","2352","ADIENT Ltd. & Co. KG","2026-10","0","60","-60","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 60 but MRP is unaware. Risk of surprise shortage.","30","1","7.0000000000","abozicsu"
"5834164-52","","","2025-12","3100","0","3100",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","1700","1","0.0000000000","anikodd"
"5834166-52","","","2025-12","1900","0","1900",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","1500","1","0.0000000000","anikodd"
"5834934-1B55","2798","","2025-12","140","0","140",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","1","0.0000000000","adjurist"
"5834934-1B55","2798","","2026-01","45","0","45",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","1","0.0000000000","adjurist"
"5834934-1B55","2798","","2026-02","312","0","312",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","1","0.0000000000","adjurist"
"5834934-1B55","2798","","2026-03","628","0","628",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","1","0.0000000000","adjurist"
"5834934-1B55","2798","","2026-04","496","0","496",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","1","0.0000000000","adjurist"
"5834934-1B55","2798","","2026-05","1044","0","1044",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","1","0.0000000000","adjurist"
"5834934-7C70","2798","","2025-12","160","0","160",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","1","0.0000000000","adrljaa"
"5834934-7C70","2798","","2026-01","1264","0","1264",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","1","0.0000000000","adrljaa"
"5834934-7C70","2798","","2026-02","2104","0","2104",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","1","0.0000000000","adrljaa"
"5834934-7C70","2798","","2026-03","3570","0","3570",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","1","0.0000000000","adrljaa"
"5834934-7C70","2798","","2026-04","2886","0","2886",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","1","0.0000000000","adrljaa"
"5834934-7C70","2798","","2026-05","5477","0","5477",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","1","0.0000000000","adrljaa"
"5835079-190009_C","409757","Tesca Tunisia Grombalia","2025-12","49","800","-751","0.061","Short","UNDER_PLANNED","Critical","MRP covers less than 50% of supplier schedule. Review demand source, BOM explosion, or horizon settings.","Risk of stockout. Supplier expects 800 but MRP only plans 49.","300","1","10.0000000000","arasevj"
"5835079-190009_C","409757","Tesca Tunisia Grombalia","2026-02","0","300","-300","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 300 but MRP is unaware. Risk of surprise shortage.","300","1","10.0000000000","arasevj"
"5835079-190009_C","409757","Tesca Tunisia Grombalia","2026-03","0","200","-200","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 200 but MRP is unaware. Risk of surprise shortage.","300","1","10.0000000000","arasevj"
"5838135-20_P","2171","ADIENT SLOVAKIA s.r.o.","2025-12","36","0","36",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","18","5.0000000000","adikics"
"5838135-A71_P","2171","ADIENT SLOVAKIA s.r.o.","2025-12","96","0","96",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","16","5.0000000000","adikics"
"5838135-A78_P","2171","ADIENT SLOVAKIA s.r.o.","2025-12","96","0","96",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","100","16","5.0000000000","adikics"
"5838138-A71_P","2171","ADIENT SLOVAKIA s.r.o.","2025-12","289","0","289",,"MRP_Extra","POTENTIAL_OVERSTOCK","Medium","MRP has demand but supplier schedule is empty. May need to send release to supplier.","Supplier may not be expecting this order. Confirm and release.","300","1","5.0000000000","adikics"
"5838138-PFF-A","2171","","2025-12","0","200","-200","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 200 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-A","2171","","2026-01","0","1000","-1000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1000 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-A","2171","","2026-02","0","1000","-1000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1000 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-A","2171","","2026-03","0","400","-400","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 400 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-A","2171","","2026-05","0","784","-784","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 784 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-A","2171","","2026-06","0","980","-980","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 980 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-A","2171","","2026-07","0","980","-980","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 980 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-A","2171","","2026-08","0","1764","-1764","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1764 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-A","2171","","2026-09","0","1764","-1764","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1764 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-A","2171","","2026-10","0","392","-392","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 392 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-B","2171","","2025-12","0","600","-600","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 600 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-B","2171","","2026-01","0","1800","-1800","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1800 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-B","2171","","2026-02","0","2100","-2100","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 2100 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-B","2171","","2026-03","0","1650","-1650","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1650 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-B","2171","","2026-04","0","300","-300","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 300 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-B","2171","","2026-05","0","1350","-1350","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1350 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-B","2171","","2026-06","0","1650","-1650","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1650 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-B","2171","","2026-07","0","1800","-1800","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1800 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-B","2171","","2026-08","0","3150","-3150","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 3150 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-B","2171","","2026-09","0","3300","-3300","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 3300 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-B","2171","","2026-10","0","600","-600","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 600 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-C","2171","","2025-12","0","1000","-1000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1000 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-C","2171","","2026-01","0","1950","-1950","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1950 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-C","2171","","2026-02","0","1650","-1650","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1650 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-C","2171","","2026-03","0","450","-450","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 450 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-C","2171","","2026-05","0","1200","-1200","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1200 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-C","2171","","2026-06","0","1650","-1650","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1650 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-C","2171","","2026-07","0","1800","-1800","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1800 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-C","2171","","2026-08","0","3150","-3150","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 3150 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-C","2171","","2026-09","0","3300","-3300","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 3300 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-C","2171","","2026-10","0","600","-600","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 600 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-D","2171","","2025-12","0","500","-500","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 500 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-D","2171","","2026-01","0","2000","-2000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 2000 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-D","2171","","2026-02","0","1500","-1500","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1500 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-D","2171","","2026-03","0","500","-500","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 500 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-D","2171","","2026-05","0","1235","-1235","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1235 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-D","2171","","2026-06","0","1672","-1672","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1672 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-D","2171","","2026-07","0","1843","-1843","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1843 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-D","2171","","2026-08","0","3078","-3078","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 3078 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-D","2171","","2026-09","0","3363","-3363","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 3363 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-D","2171","","2026-10","0","570","-570","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 570 but MRP is unaware. Risk of surprise shortage.","","","",""
"5838138-PFF-E","2171","","2025-12","0","1000","-1000","0","MRP_Missing","MRP_BLIND_SPOT","Critical","Supplier has schedule but MRP shows no demand. Check: (1) Item in BOM? (2) FG has active schedule? (3) PO line active?","Supplier expects 1000 but MRP is unaware. Risk of surprise shortage.","","","",""
